"Export date: 2020. 5. 6. 오후 1:14:14","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Reviews","Rating","Rank","Seller type","Category","ASIN","Link"
"","","119","Yogi Herbal Green Tea Super Antioxidant 16 ct","Yogi","$7.50","24","1","$180","62","4","142921","","Grocery & Gourmet Food","B000OO1WQI","https://www.amazon.com/Yogi-Herbal-Green-Super-Antioxidant/dp/B000OO1WQI/ref=sr_1_127?dchild=1&keywords=Yogi+tea&qid=1588738400&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-127"
"","","120","Yogi 27036-3pack Yogi Bedtime Tea - 3x16 bag","Yogi","$23.99","0","0","$0","0","","175297","FBA","Grocery & Gourmet Food","B005ZSFJJO","https://www.amazon.com/Yogi-27036-3pack-Bedtime-Tea-3x16/dp/B005ZSFJJO/ref=sr_1_128?dchild=1&keywords=Yogi+tea&qid=1588738400&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-128"
"","","121","Yogi Tea Peach Detox 16 Count Packaging May Vary","Yogi","$7.00","0","0","$0","31","4","180950","","Grocery & Gourmet Food","B01I50CXQU","https://www.amazon.com/Yogi-Peach-DeTox-Count-Packaging/dp/B01I50CXQU/ref=sr_1_129?dchild=1&keywords=Yogi+tea&qid=1588738400&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-129"
"","","122","Yogi Healing Formula Organic Tea Soothing Mint Get Regular 16 ea ( pack of 2)","Yogi Tea","$20.95","30","3","$629","12","5","59021","FBA","Grocery & Gourmet Food","B00U9MLEUO","https://www.amazon.com/Healing-Formula-Organic-Soothing-Regular/dp/B00U9MLEUO/ref=sr_1_130?dchild=1&keywords=Yogi+tea&qid=1588738400&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-130"
"","","123","Traditional Medicinals Organic Roasted Dandelion Root Herbal Tea 16 Tea Bags (Pack of 6)","Traditional Medicinals","$25.99","3944","109","$102505","5964","4.5","2480","AMZ","Grocery & Gourmet Food","B0009F3S78","https://www.amazon.com/Traditional-Medicinals-Organic-Roasted-Dandelion/dp/B0009F3S78/ref=sr_1_131?dchild=1&keywords=Yogi+tea&qid=1588738400&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-131"
"","","124","Yogi Tea Raspberry Passion Perfect Energy Tea 96 Count","Yogi","$30.49","15","0","$457","2","5","193712","AMZ","Grocery & Gourmet Food","B01ANU9LU6","https://www.amazon.com/Yogi-Raspberry-Passion-Perfect-Energy/dp/B01ANU9LU6/ref=sr_1_132?dchild=1&keywords=Yogi+tea&qid=1588738400&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-132"
"","","125","Pukka Herbs Night Time Organic Herbal Tea With Valerian (3 Pack 60 Tea Bags)","Pukka Herbs","$14.97","372","24","$5569","114","4.5","12026","AMZ","Grocery & Gourmet Food","B07CCVYF2X","https://www.amazon.com/Pukka-Night-Organic-Herbal-Valerian/dp/B07CCVYF2X/ref=sr_1_133?dchild=1&keywords=Yogi+tea&qid=1588738400&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-133"
"","","126","Yogi Tea16 Tea Bags (Perfect Energy Raspberry Passion 1 Pack)","Yogi Tea","$7.49","38","2","$285","27","4","76343","FBA","Grocery & Gourmet Food","B018F2CK3O","https://www.amazon.com/Yogi-Perfect-Energy-Raspberry-Passion/dp/B018F2CK3O/ref=sr_1_134?dchild=1&keywords=Yogi+tea&qid=1588738400&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-134"
"","","127","Yogi Herbal Tea Bags Purely Peppermint 16 ea","Yogi","$12.29","90","3","$1106","3","5","53452","FBA","Grocery & Gourmet Food","B00EZLIC1Y","https://www.amazon.com/Yogi-Herbal-Bags-Purely-Peppermint/dp/B00EZLIC1Y/ref=sr_1_135?dchild=1&keywords=Yogi+tea&qid=1588738400&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-135"
"","","128","Yogi Herbal Tea Skin Detox 16 ea ( Packs of 3)","Yogi","$16.99","75","5","$1274","52","4.5","39990","FBA","Grocery & Gourmet Food","B005761OKC","https://www.amazon.com/Yogi-Herbal-Skin-Detox-Packs/dp/B005761OKC/ref=sr_1_136?dchild=1&keywords=Yogi+tea&qid=1588738400&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-136"
"","","129","Yogi Women's Raspberry Leaf Tea","Yogi","$6.99","90","3","$629","39","4.5","53651","","Grocery & Gourmet Food","B00H3SXWIY","https://www.amazon.com/Yogi-Raspberry-Leaf-para-mujer/dp/B00H3SXWIY/ref=sr_1_137?dchild=1&keywords=Yogi+tea&qid=1588738400&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-137"
"","","130","Traditional Medicinals Organic Smooth Move Senna Laxative Tea 16 Tea Bags (Pack of 6)","Traditional Medicinals","$27.12","4066","146","$110270","1143","4.5","1695","AMZ","Grocery & Gourmet Food","B0009F3PJE","https://www.amazon.com/Traditional-Medicinals-Organic-Smooth-Laxative/dp/B0009F3PJE/ref=sr_1_138?dchild=1&keywords=Yogi+tea&qid=1588738400&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-138"
"","","131","Organic Calming Vata Herbal Tea |16 Tea Bags","Maharishi Ayurveda","$5.95","234","14","$1392","303","4.5","18432","FBA","Grocery & Gourmet Food","B0080E80G4","https://www.amazon.com/Organic-Calming-Vata-Herbal-Bags/dp/B0080E80G4/ref=sr_1_139?dchild=1&keywords=Yogi+tea&qid=1588738400&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-139"
"","","132","Yogi Tea Echinacea Immune Support Herbal Supplement Tea Bags 16 ct 3 pk","Yogi Tea","$17.59","19","1","$334","35","4.5","112119","","Grocery & Gourmet Food","B00KPTGZ5U","https://www.amazon.com/Yogi-Echinacea-Immune-Support-Supplement/dp/B00KPTGZ5U/ref=sr_1_140?dchild=1&keywords=Yogi+tea&qid=1588738400&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-140"
"","","133","TotalTea Caffeine Free Detox Tea - All Natural - Slimming Herbal Tea for Gentle Cleansing - 25 Teabags","Total Tea","$19.98","4526","192","$90429","2988","4.5","1147","FBA","Grocery & Gourmet Food","B007XIMA32","https://www.amazon.com/Total-Tea-Gentle-Detox-Teabags/dp/B007XIMA32/ref=sr_1_141?dchild=1&keywords=Yogi+tea&qid=1588738400&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-141"
"","","134","YOGI TEAS/Golden Temple Tea CO Stomach Ease Tea 16 Bag","Yogi","$8.79","84","2","$738","89","4.5","80845","","Grocery & Gourmet Food","B0013JV6EQ","https://www.amazon.com/YOGI-TEAS-GOLDEN-TEMPLE-Stomach/dp/B0013JV6EQ/ref=sr_1_142?dchild=1&keywords=Yogi+tea&qid=1588738400&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-142"
"","","135","Wisdom of the Ancients Organic Yerba Mat Tea Bags Masala 1.1 oz","WISDOM OF THE ANCIENTS","$5.16","30","1","$155","5","4.5","102373","FBA","Grocery & Gourmet Food","B07BDW46TT","https://www.amazon.com/Wisdom-Ancients-Organic-Yerba-Masala/dp/B07BDW46TT/ref=sr_1_143?dchild=1&keywords=Yogi+tea&qid=1588738400&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-143"
"","","136","Dandelion Root Tea Detox Tea - Raw Organic Vitamin Rich Digestive - 1 Pack (20 Bags 2 grams each) - Helps Improve Digestion and Immune System - Anti-inflammatory and Antioxidant","Kiss Me Organics","$8.99","8176","274","$73502","4585","4.5","650","FBA","Grocery & Gourmet Food","B00W2YP17E","https://www.amazon.com/Dandelion-Root-Tea-Detox-Anti-inflammatory/dp/B00W2YP17E/ref=sr_1_144?dchild=1&keywords=Yogi+tea&qid=1588738400&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-144"
"","","137","Bigelow Lemon Ginger Herbal Tea Bags 28-Count Box (Pack of 1) Lemon Ginger Tea Bags Herbal Tea All Natural Gluten Free","Bigelow Tea","$6.99","405","24","$2831","666","4.5","12093","FBA","Grocery & Gourmet Food","B07XF4MT77","https://www.amazon.com/Bigelow-Ginger-Tea-28-Count-Natural/dp/B07XF4MT77/ref=sr_1_145?dchild=1&keywords=Yogi+tea&qid=1588738400&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-145"
"","","138","Yogi Tea Co Organic Kombucha Green Tea - 16 bags per pack - 6 packs per case.","Yogi","$33.82","0","0","$0","0","","265914","FBA","Grocery & Gourmet Food","B0078U5Q04","https://www.amazon.com/Yogi-Tea-Organic-Kombucha-Green/dp/B0078U5Q04/ref=sr_1_146?dchild=1&keywords=Yogi+tea&qid=1588738400&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-146"
"","","139","Yogi Tea Comforting Chamomile 16 Count","Yogi Tea","$8.06","45","0","$363","57","4.5","170388","","Grocery & Gourmet Food","B001AG6AKW","https://www.amazon.com/Yogi-Tea-Comforting-Chamomile-0-85/dp/B001AG6AKW/ref=sr_1_147?dchild=1&keywords=Yogi+tea&qid=1588738400&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-147"
"","","140","Yogi Tea Lemon Ginger Tea Bags 16 ea","Yogi","$12.90","25","0","$323","50","4","195881","","Grocery & Gourmet Food","B006L7ZF8S","https://www.amazon.com/Yogi-Tea-Lemon-Ginger-Bags/dp/B006L7ZF8S/ref=sr_1_148?dchild=1&keywords=Yogi+tea&qid=1588738400&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-148"
"","","141","Lifestyle Awareness Teas Caffeine Free Dandy Liver Detox Tea 20 Count","Lifestyle Awareness","$5.95","1211","36","$7205","228","4.5","8281","AMZ","Grocery & Gourmet Food","B00FNTCAKQ","https://www.amazon.com/Lifestyle-Awareness-Caffeine-Dandy-Liver/dp/B00FNTCAKQ/ref=sr_1_149?dchild=1&keywords=Yogi+tea&qid=1588738400&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-149"
"","","142","Yogi Tea Relaxed Mind 16 Count","Yogi","$9.99","25","1","$250","116","4.5","112788","","Grocery & Gourmet Food","B001394BW0","https://www.amazon.com/Yogi-Herbal-Teas-Relaxed-Mind/dp/B001394BW0/ref=sr_1_150?dchild=1&keywords=Yogi+tea&qid=1588738400&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-150"
"","","143","Yogi Tea Purely Peppermint 16 Count","Yogi Tea","$8.99","20","0","$180","63","5","203893","","Grocery & Gourmet Food","B000EQ6N38","https://www.amazon.com/Yogi-Herbal-Bags-Purely-Peppermint/dp/B000EQ6N38/ref=sr_1_151?dchild=1&keywords=Yogi+tea&qid=1588738400&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-151"
"","","144","Traditional Medicinals Organic Healthy Cycle Women's Tea 16 Tea Bags (Pack of 6)","Traditional Medicinals","$24.00","460","19","$11040","3260","4.5","14391","AMZ","Grocery & Gourmet Food","B000EJNL26","https://www.amazon.com/Traditional-Medicinals-Organic-Healthy-Raspberry/dp/B000EJNL26/ref=sr_1_152?dchild=1&keywords=Yogi+tea&qid=1588738400&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-152"
"","","145","Yogi Tea Throat Comfort - 16 Tea Bags","Yogi","$8.99","12","0","$108","41","4.5","222006","","Grocery & Gourmet Food","B0001VVPJS","https://www.amazon.com/Yogi-Tea-Throat-Comfort-Bags/dp/B0001VVPJS/ref=sr_1_149?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-149"
"","","146","Yogi Organic Peach Detox Tea 16 ct","Yogi","$7.54","49","3","$369","313","4","51559","FBA","Grocery & Gourmet Food","B000Z91HN0","https://www.amazon.com/Yogi-Organic-Peach-Detox-Tea/dp/B000Z91HN0/ref=sr_1_150?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-150"
"","","147","Stash Tea Licorice Spice Herbal Tea 20 Count Tea Bags in Foil (Pack of 6) Tea Bags Individually Wrapped in Foil (packaging may vary) Naturally Sweet Herbal Tisane Zero Caffeine Drink Hot or Iced","Stash","$16.14","970","38","$15656","341","4.5","7892","AMZ","Grocery & Gourmet Food","B000CQIDHE","https://www.amazon.com/Stash-Tea-Individually-packaging-Naturally/dp/B000CQIDHE/ref=sr_1_151?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-151"
"","","148","Numi Organic Tea Rooibos Chai 18 Count Box of Tea Bags Herbal Teasan Caffeine-Free (Packaging May Vary)","Numi","$5.14","2758","85","$14176","593","4.5","3349","AMZ","Grocery & Gourmet Food","B000LWCR26","https://www.amazon.com/Numi-Organic-Rooibos-Caffeine-Free-Packaging/dp/B000LWCR26/ref=sr_1_152?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-152"
"","","149","Newman's Own Organics Green Tea 40 Individually Wrapped Tea Bags (Pack of 6)","Newman's Own","$17.23","1302","26","$22433","883","4.5","11290","AMZ","Grocery & Gourmet Food","B00GPUEYDI","https://www.amazon.com/Newmans-Own-Organics-Green-Count/dp/B00GPUEYDI/ref=sr_1_153?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-153"
"","","150","Yogi Tea Cinnamon Berry Probiotic Balance 16 ea","Yogi","$7.47","24","1","$179","10","3.5","121230","","Grocery & Gourmet Food","B00X9XOOVQ","https://www.amazon.com/Yogi-Cinnamon-Berry-Probiotic-Balance/dp/B00X9XOOVQ/ref=sr_1_154?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-154"
"","","151","Yogi Tea Kava Stress Relief 16 Count","Yogi Tea","$8.58","60","2","$515","299","4.5","76828","","Grocery & Gourmet Food","B00016AU3K","https://www.amazon.com/Yogi-Kava-Stress-Relief-Pack/dp/B00016AU3K/ref=sr_1_155?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-155"
"","","152","Teavana Jade Citrus Mint Green Tea With Spearmint and Lemongrass 60 Count (4 packs of 15 sachets)","Teavana","$21.88","3985","128","$87192","1725","4.5","2030","AMZ","Grocery & Gourmet Food","B07GFPMRWP","https://www.amazon.com/Teavana-Citrus-Spearmint-Lemongrass-sachets/dp/B07GFPMRWP/ref=sr_1_156?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-156"
"","","153","Yogi Blackberry Moringa Green Tea 16 tea bags per pack - 6 per case.","Yogi","$44.99","23","0","$1035","2","5","211914","FBA","Grocery & Gourmet Food","B071JTBNXR","https://www.amazon.com/Yogi-Blackberry-Moringa-Green-bags/dp/B071JTBNXR/ref=sr_1_157?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-157"
"","","154","Yogi Tea Stomach Ease - Caffeine Free - 16 Tea Bags - 95%+ Organic -","Yogi","$14.99","24","1","$360","7","4.5","135807","FBA","Grocery & Gourmet Food","B013KATWPU","https://www.amazon.com/Yogi-Tea-Stomach-Ease-Caffeine/dp/B013KATWPU/ref=sr_1_158?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-158"
"","","155","Stash Tea Minty Licorice Delight Herbal Tea 100 Count Tea Bags (packaging may vary) Individual Herbal Tea Bags for Use in Teapots Mugs or Cups Brew Hot Tea or Iced Tea","Stash","$14.12","300","9","$4236","57","4","25068","AMZ","Grocery & Gourmet Food","B01N12MOGQ","https://www.amazon.com/Stash-Tea-Licorice-packaging-Individual/dp/B01N12MOGQ/ref=sr_1_159?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-159"
"","","156","Yogi Tea Vanilla Spice Perfect Energy Tea Bags - 16 ct","Yogi Tea","$8.49","25","1","$212","90","4.5","90628","","Grocery & Gourmet Food","B00NAZONO6","https://www.amazon.com/Yogi-Vanilla-Spice-Perfect-Energy/dp/B00NAZONO6/ref=sr_1_160?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-160"
"","","157","Twinings of London Daily Wellness Tea Comfort Joint Health Turmeric Coconut & Ginger Flavored Herbal Tea 18 Count","Twinings","$10.30","60","1","$618","62","4.5","106943","AMZ","Grocery & Gourmet Food","B07V91BNGP","https://www.amazon.com/Twinings-Wellness-Comfort-Turmeric-Flavored/dp/B07V91BNGP/ref=sr_1_161?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-161"
"","","158","Numi Organic Tea Aged Earl Grey 16 Ounce Pouch Loose Leaf Black Tea (Packaging May Vary)","Numi","$18.84","1327","45","$25001","682","4.5","6681","AMZ","Grocery & Gourmet Food","B00G9NQXZS","https://www.amazon.com/Numi-Organic-Tea-Ounce-Packaging/dp/B00G9NQXZS/ref=sr_1_162?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-162"
"","","159","Yogi Tea - Green Tea Kombucha Decaf - Supplies Antioxidants - 6 Pack 96 Tea Bags Total","Yogi","$69.99","45","2","$3150","117","4.5","63766","FBA","Grocery & Gourmet Food","B000CMIZ0I","https://www.amazon.com/Yogi-Tea-Kombucha-Supplies-Antioxidants/dp/B000CMIZ0I/ref=sr_1_163?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-163"
"","","160","Twinings of London Pure Peppermint Herbal Tea Bags 20 Count (Pack of 1)","Twinings","$3.12","11124","340","$34707","9492","4.5","441","AMZ","Grocery & Gourmet Food","B009L6Q2YW","https://www.amazon.com/Twinings-London-Peppermint-Herbal-Count/dp/B009L6Q2YW/ref=sr_1_164?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-164"
"","","161","Traditional Medicinals Tea Organic Dandelion Leaf and Root Tea 16 Bags","Traditional Medicinals","$4.52","3410","198","$15413","332","4.5","1093","AMZ","Grocery & Gourmet Food","B00JFTSUV8","https://www.amazon.com/Traditional-Medicinals-Tea-Organic-Count/dp/B00JFTSUV8/ref=sr_1_169?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-169"
"","","162","Yogi Tea Kava Stress Relief Herbal Supplement Tea Bags 16 ct 2 pk","Yogi","$11.49","36","2","$414","12","4","83990","","Grocery & Gourmet Food","B00KPTDO3G","https://www.amazon.com/Yogi-Stress-Relief-Herbal-Supplement/dp/B00KPTDO3G/ref=sr_1_170?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-170"
"","","163","Feel Better Herbal Tea - Immune Support for Cold and Flu Symptoms Immune Booster w/ Echinacea  Elderberry  Vitamin C  Ginseng  Ginger | Thoughtful Gifts For Women","Hey Girl Tea","$19.99","2065","71","$41279","767","4.5","4105","FBA","Grocery & Gourmet Food","B0171QKB7C","https://www.amazon.com/Immune-System-Booster-Relieves-Supplement/dp/B0171QKB7C/ref=sr_1_171?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-171"
"","","164","Yogi Tea Green Tea Kombucha 16 Count","Yogi","$7.99","30","1","$240","193","4.5","106805","","Grocery & Gourmet Food","B01ANU9HNM","https://www.amazon.com/Yogi-Tea-Kombucha-Green-16/dp/B01ANU9HNM/ref=sr_1_172?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-172"
"","","165","Gaia Herbs Sleep and Relax Herbal Tea Bags 16 Count (Packaging may vary)","Gaia Herbs","$5.99","1458","31","$8733","155","4.5","9489","AMZ","Grocery & Gourmet Food","B005TSTBYE","https://www.amazon.com/Gaia-Herbs-Sleep-Relax-Herbal/dp/B005TSTBYE/ref=sr_1_173?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-173"
"","","166","Traditional Medicinals Organic Smooth Move Chamomile 16 Ct","Traditional Medicinals","$4.78","1655","184","$7911","616","4.5","1225","AMZ","Grocery & Gourmet Food","B004TRUDSO","https://www.amazon.com/Traditional-Medicinals-Organic-Smooth-Chamomile/dp/B004TRUDSO/ref=sr_1_174?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-174"
"","","167","Organic Elderberry Tea 18 Bleach-Free Tea Bags  Organic Tea Strengthens the Immune System Supports Upper Respiratory Health and Is a Great Source of Antioxidants No GMOs","Buddha Teas","$8.99","1308","114","$11759","789","4","2341","FBA","Grocery & Gourmet Food","B00DLJ4JE0","https://www.amazon.com/Organic-Elderberry-Tea-Caffeine-Free-Bleach-Free/dp/B00DLJ4JE0/ref=sr_1_175?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-175"
"","","168","Trader Joes Organic Ginger Turmeric Herbal Tea 20 envelopes each (Pack of 2)","Trader Joe's","$17.85","1168","41","$20849","203","4.5","7274","FBA","Grocery & Gourmet Food","B01M08SZEL","https://www.amazon.com/Trader-Joes-Organic-Turmeric-envelopes/dp/B01M08SZEL/ref=sr_1_176?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-176"
"","","169","Yogi Organic Tea Refreshing Mint Vital Energy 16 ea","Yogi","$9.80","23","1","$225","14","3.5","136307","","Grocery & Gourmet Food","B0042C7ORE","https://www.amazon.com/Yogi-Organic-Refreshing-Vital-Energy/dp/B0042C7ORE/ref=sr_1_177?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-177"
"","","170","Traditional Medicinals Organic Mothers Milk Women's Tea 32 Tea Bags (Pack of 3)","Traditional Medicinals","$26.22","4269","118","$111933","274","4.5","2255","AMZ","Grocery & Gourmet Food","B071R56Y17","https://www.amazon.com/Traditional-Medicinals-Organic-Mothers-Womens/dp/B071R56Y17/ref=sr_1_178?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-178"
"","","171","The Republic of Tea Organic Turmeric Ginger Green Tea 50 Tea Bags Gourmet Green Tea And Turmeric Tea","The Republic of Tea","$13.25","2351","131","$31151","691","4.5","1960","FBA","Grocery & Gourmet Food","B016R8QM50","https://www.amazon.com/Republic-Tea-Organic-Turmeric-Gourmet/dp/B016R8QM50/ref=sr_1_179?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-179"
"","","172","Yogi Tea Honey Lemon Throat Comfort 16 Count","Yogi Tea","$8.99","30","0","$270","54","4.5","183446","","Grocery & Gourmet Food","B000QVBLBA","https://www.amazon.com/Yogi-Throat-Comfort-Honey-Lemon/dp/B000QVBLBA/ref=sr_1_180?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-180"
"","","173","Yogi Tea Healthy Fasting Herbal Supplement Tea Bags 16 Count (Pack of 3)","Yogi Tea","$19.99","12","0","$240","3","3","222622","FBA","Grocery & Gourmet Food","B00KPTH59K","https://www.amazon.com/Yogi-Healthy-Fasting-Herbal-Supplement/dp/B00KPTH59K/ref=sr_1_181?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-181"
"","","174","Hyleys Slim 5 Flavor Assortment 25 Tea Bags (100% Natural Sugar Free Gluten Free and Non GMO)","HYLEYS Tea","$6.99","1417","41","$9905","1459","4.5","7294","AMZ","Grocery & Gourmet Food","B012YNMPQC","https://www.amazon.com/Hyleys-Flavor-Assortment-Bags-1-32/dp/B012YNMPQC/ref=sr_1_182?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-182"
"","","175","Bigelow Lemon Ginger Herb Plus Probiotics Tea - Caffeine Free - 18 Individually Wrapped Tea Bags","Bigelow Tea","$2.79","1400","75","$3906","125","4.5","3847","AMZ","Grocery & Gourmet Food","B00EVQGAM6","https://www.amazon.com/Bigelow-Tea-Caffeine-Free-Individual-Probiotics/dp/B00EVQGAM6/ref=sr_1_183?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-183"
"","","176","Yogi Tea Get Regular Herbal Supplement Tea Bags1.27 oz 16 ct 3 pk","Yogi","$21.99","15","0","$330","6","3","252246","FBA","Grocery & Gourmet Food","B006K3VNZW","https://www.amazon.com/Yogi-Regular-Herbal-Supplement-Bags/dp/B006K3VNZW/ref=sr_1_184?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-184"
"","","177","Bigelow Decaffeinated French Vanilla Black Tea Bags 20 Count Box (Pack of 6) Decaf Black Tea 120 Tea Bags Total","Bigelow Tea","$15.49","888","30","$13755","1342","5","9751","AMZ","Grocery & Gourmet Food","B000GG0BPW","https://www.amazon.com/Bigelow-Decaffeinated-Tea-Individual-Sweetened/dp/B000GG0BPW/ref=sr_1_185?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-185"
"","","178","Taylors of Harrogate Classic Tea Variety Box 48 Count (Pack of 1)","Taylors of Harrogate","$11.49","13439","885","$154414","4391","4.5","43","AMZ","Grocery & Gourmet Food","B0062JSYEW","https://www.amazon.com/Taylors-Harrogate-Classic-Variety-Count/dp/B0062JSYEW/ref=sr_1_186?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-186"
"","","179","Good Nature Organic St. John's Wort Tea 1.07 Ounce","Goodnature","$4.40","245","8","$1078","66","4","27697","AMZ","Grocery & Gourmet Food","B00CPD7FD0","https://www.amazon.com/Good-Nature-Organic-Johns-Ounce/dp/B00CPD7FD0/ref=sr_1_187?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-187"
"","","180","Yogi Tea DeTox 16 Count","Yogi","$11.15","10","0","$112","52","4","226558","","Grocery & Gourmet Food","B007113PM6","https://www.amazon.com/Yogi-Herbal-Tea-Bags-Detox/dp/B007113PM6/ref=sr_1_188?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-188"
"","","181","Earth Mama Organic Periodic Tea Bags for Occasional Cramps and Menstrual Discomfort 16-Count","Earth Mama","$5.22","376","11","$1963","57","4.5","22991","AMZ","Grocery & Gourmet Food","B072K5BF4F","https://www.amazon.com/Earth-Mama-Occasional-Menstrual-Discomfort/dp/B072K5BF4F/ref=sr_1_189?dchild=1&keywords=Yogi+tea&qid=1588738415&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sr=8-189"
